ObjectId,Country,ISO2,ISO3,Indicator,Technology,Energy_Type,Unit,Source,CTS_Name,CTS_Code,CTS_Full_Descriptor,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022,F2023
1,Advanced Economies,,AETMP,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",109628.668,106082.875,115399.651,122991.148,134882.703,150757.179,160685.614,169043.661,177258.779,182491.37,200345.451,207450.183,223861.248,238487.933,250919.577,263542.75,274561.81,281658.673,286653.446,292379.608,294178.354,306827.472,297837.826,
617,"Ethiopia, The Federal Dem. Rep. of",ET,ETH,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",1651.317,1997.437,2028.388,2285.469,2524.881,2837.322,3263.848,3390.599,3301.832,3529.557,4933.276,6265.045,7391.961,8342.823,6822.748,9018.883,9674,11753,12680.954,13655,14403.7,14942.83,14882.49,
618,"Ethiopia, The Federal Dem. Rep. of",ET,ETH,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",378.55,450.55,450.55,484.55,694.55,694.55,694.55,694.55,694.55,1414.55,1874.557,1971.679,1971.679,1971.679,1971.679,2158.679,2158.679,3817.279,3817.279,3817.279,4071.279,4071.279,4821.279,4882.579
619,"Ethiopia, The Federal Dem. Rep. of",ET,ETH,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,,,,,,0.002,0.002,0.424,0.425,0.849,2.167,5.789,15.603,18.039,20.835,22.383,19.754,19.754,32.295,33.895,33.895,
620,"Ethiopia, The Federal Dem. Rep. of",ET,ETH,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,,,,,,0.001,0.001,0.028,0.028,0.335,1.148,3.344,9.131,9.89,14.04,12.494,12.346,12.346,20.184,21.184,21.184,21.184
621,"Ethiopia, The Federal Dem. Rep. of",ET,ETH,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,,,,,,,,,,29.4,192,356,526.3,499,786.011,782.011,532.524,848.071,609.041,817.201,560.571,
622,"Ethiopia, The Federal Dem. Rep. of",ET,ETH,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,,,,,,,,,,81,81,171,171,324,324.006,324.006,324.006,324.006,324.006,324.006,404.006,324.006
623,Europe,,EURTMP,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",35187.517,37582.727,43067.651,50655.85,61643.152,71518.73,80744.098,89706.885,99765.734,109786.535,125978.155,134443.529,149871.196,159630.135,169252.23,181042.706,183586.354,188269.877,193360.403,200408.182,206537.695,216167.886,204798.616,
624,Europe,,EURTMP,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",9392.959,10349.96,10874.203,12619.911,14199.831,17454.16,19477.201,19770.248,21253.033,24393.788,26472.846,29949.863,31484.709,32808.081,34656.934,36085.304,37090.003,38532.315,41398.091,42707.399,43224.492,42960.25,43816.799,44183.389
625,Europe,,EURTMP,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",2406442.846,2420330.773,2486767.658,2593380.926,2586208.259,2629070.895,2703027.426,2760979.688,2759521.103,2531820.779,2626652.86,2606188.924,2547417.465,2417328.441,2297492.757,2306979.557,2337750.345,2342541.219,2195235.665,2103817.355,1899732.264,1960952.706,2051936.2,
626,Europe,,EURTMP,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",598973.368,602494.011,604945.221,603557.941,617816.082,618424.126,628136.786,638366.429,647636.776,652462.959,667372.922,665908.532,675765.464,668856.714,684710.918,664145.293,658236.079,651018.999,654923.577,637686.11,629856.431,622502.921,621991.166,622381.466
627,Europe,,EURTMP,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",737718.965,752459.496,681682.831,641209.11,690419.365,698846.555,685454.707,697795.37,717140.012,720586.887,754839.194,676532.714,728112.042,777590.475,772789.645,731873.394,764045.064,706583.105,770494.079,730047.932,788893.672,800784.083,686360.168,
628,Europe,,EURTMP,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",212079.867,212411.875,213087.69,214252.69,216101.066,218433.451,219192.61,221618.203,223274.1,224471.58,226094.821,227931.318,230907.607,232736.368,233742.145,236308.032,239545.64,241593.416,242831.547,244261.147,246106.807,246920.673,248526.214,247428.435
629,Europe,,EURTMP,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",130.52,201.078,289.948,443.053,719.195,1494.821,2532.347,3824.663,7499.989,14186.96,23374.719,47743.788,72139.573,87213.788,99929.371,110455.493,113773.611,122519.796,129700.526,143107.828,168857.444,188276.943,237228.019,
630,Europe,,EURTMP,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",199.1,299.36,384.994,623.771,1334.364,2314.507,3276.644,5049.675,10516.808,17115.789,30850.846,54710.515,73614.838,84155.301,91036.553,99589.952,106166.897,112422.342,121988.669,143464.12,163993.981,192274.641,235298.087,290208.178
631,Europe,,EURTMP,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",22266.289,26754.78,36428.358,44859.677,59766.004,71558.225,83639.749,106158.263,121623.896,135198.813,151079.077,182651.696,209077.679,240300.419,257954.767,307413.413,307421.982,367117.393,383645.365,440873.825,489989.323,472198.667,527766.424,
632,Europe,,EURTMP,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",12756.915,17396.933,23296.111,28161.946,34329.142,40694.065,47928.675,56350.583,64065.069,75814.312,84847.794,94589.715,107055.226,118036.57,130060.946,142867.836,155580.36,170469.44,181681.572,196053.866,208683.871,223314.992,242338.358,257975.234
633,Falkland Islands (Malvinas),FK,FLK,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",13.6,14.2,15,14.9,14.9,14.8,15.2,15.1,13,10.9,11.6,10.6,10.9,10.9,11.1,11.704,12.703,11.756,12.29,12.716,13.927,14.112,14.4,
634,Falkland Islands (Malvinas),FK,FLK,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,13.6,13.6,13.6,13.6
635,Falkland Islands (Malvinas),FK,FLK,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,,,,,,,,,,,,,,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,
636,Falkland Islands (Malvinas),FK,FLK,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,,,,,,,,,,,,,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
637,Falkland Islands (Malvinas),FK,FLK,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",0.911,0.911,0.911,0.911,0.911,0.911,0.911,1.211,2.1,3.9,4,4.9,5.4,5.1,5.087,5.122,6.022,5.412,5.318,5.148,4.252,4.444,4.5,
638,Falkland Islands (Malvinas),FK,FLK,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",0.26,0.26,0.26,0.26,0.26,0.26,0.26,1.25,1.33,1.33,2.32,2.32,2.32,2.32,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31
639,Faroe Islands,FO,FRO,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,,,,,,,,,,,,,,,,,,,1.431,6.8,5.4,
640,Faroe Islands,FO,FRO,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,,,,,,,,,,,,,,,,,,,0.32,1.7,1.7,1.7
641,Faroe Islands,FO,FRO,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",137.66,155.92,143.23,160.29,145.97,135.88,144.48,149.21,167,168.1,199.3,166.8,181,180.1,150.2,125.5,158.9,163.4,180.1,230,249.4,262.4,207.4,
642,Faroe Islands,FO,FRO,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",53.8,61.9,61.63,68.35,68.35,68.35,68.35,68.35,68.35,67.85,67.85,67.85,67.85,61.65,64.53,69.33,69.03,69.03,69.03,77.83,105.83,114.8,114.8,114.8
643,Faroe Islands,FO,FRO,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",75,75,96.5,85.69,95,99,100,104.45,95.8,92.4,67.4,92.5,99.8,90.6,120.7,133.1,106.3,111.2,108.1,103.5,108.7,100.3,130.9,
644,Faroe Islands,FO,FRO,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,31.6,39.3,39.3,39.3,39.3,39.3,39.3,39.7,39.7,39.7,39.7,39.7,39.7
645,Faroe Islands,FO,FRO,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,,,,,,,,,,,,,,,,,,,0.169,0.177,0.177,
646,Faroe Islands,FO,FRO,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,,,,,,,,,,,,,,,,,,0.261,0.261,0.261,0.261,0.261
647,Faroe Islands,FO,FRO,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",0.3,0.3,0.55,2.99,8,10,15,15.76,13,15,13.6,14.5,10.8,21.8,34.5,55.8,52.1,59.7,63.8,52.6,47.1,54.1,90.1,
648,Faroe Islands,FO,FRO,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",0.15,0.15,0.15,2.13,2.13,4.11,4.11,4.11,4.11,4.11,4.11,4.11,8.61,8.61,20.31,20.31,20.31,20.31,16.35,12.75,19.05,22.5,22.5,22.5
649,"Fiji, Rep. of",FJ,FJI,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",93.355,80.435,106.901,94.076,104.323,102.177,112.178,84.698,88.611,71.398,66.791,73.497,61.148,58.032,81.373,70.238,47.018,66.021,84.127,94.119,110.73,96.741,114.709,
